id;UniversidadCompleto;Universidad;Universidad_Siglas;Facultad;Carrera;Country;Type;Genero;Edad;Q11;Q12;Q13;Q21;Q22;Q23;Q31;Q32;Q33;Q41;Q42;Q43;Q51;Q52;Q53;Q61;Q62;Q63;Q71;Q72;Q73;Q81;Q82;Q83
230;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LEM;Mexico;Private;Mujer;20;2;2;2;4;4;3;3;1;1;4;3;2;4;2;2;2;3;2;3;3;3;2;4;3
231;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LCPF ;Mexico;Private;Mujer;21;4;3;1;3;3;3;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3
232;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Tec21;Mexico;Private;Mujer;19;4;3;1;3;4;2;2;3;2;1;2;3;4;4;4;3;2;2;2;4;3;2;3;3
233;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IMT 11;Mexico;Private;Hombre;24;2;1;2;2;3;2;4;2;2;1;4;3;3;3;3;2;2;2;3;3;3;2;3;3
234;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;plataformas educativas abiertas e innovadoras;Mexico;Private;Hombre;19;3;2;3;3;3;3;2;3;3;3;2;3;3;3;3;3;2;3;2;3;3;2;3;3
235;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado en Magisterio Educación Infantil ;Spain;Public;Mujer;19;4;2;3;3;3;1;2;1;2;3;3;4;4;3;2;2;1;2;3;3;3;1;1;2
236;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;22;2;2;2;2;3;3;2;2;2;4;3;3;3;3;3;4;4;4;4;4;3;4;3;3
237;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educación infantil;Spain;Public;Mujer;19;4;4;2;4;4;4;3;4;3;4;4;4;1;3;4;3;4;4;1;4;1;1;1;1
238;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;19;2;3;3;4;4;3;3;3;3;2;3;3;3;3;4;3;2;2;3;3;4;3;3;4
239;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;20;3;2;3;3;3;3;2;2;2;2;2;2;3;2;2;2;2;1;2;2;2;2;2;2
240;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Magisterio en Educación Infantil ;Spain;Public;Mujer;20;3;3;2;2;3;3;3;3;3;3;3;3;3;3;2;1;2;1;2;3;3;3;3;4
241;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;Facultad de educacion Magisterio infantil;Grado de educacion infantil;Spain;Public;Hombre;19;2;2;2;3;3;3;3;3;3;2;3;2;3;3;3;2;3;2;3;3;3;3;3;3
242;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educación infantil;Spain;Public;Mujer;20;2;2;1;4;4;3;4;2;2;1;3;2;2;2;3;1;1;1;2;4;4;2;2;4
243;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Departamento de educación ;Spain;Public;Hombre;23;3;1;3;2;3;3;4;3;3;2;3;3;4;3;3;1;1;1;1;3;3;2;2;2
244;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Magisterio Infantil ;Spain;Public;Hombre;19;4;1;1;3;4;4;1;1;4;2;2;4;4;4;4;4;2;2;1;2;2;3;3;4
245;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Magisterio en Educación Infantil ;Spain;Public;Mujer;19;2;2;3;3;3;3;2;2;3;2;2;3;3;3;2;2;2;1;1;2;2;2;3;3
246;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educación infantil;Spain;Public;Mujer;19;3;2;3;3;3;3;1;3;3;1;2;4;4;3;3;3;2;2;3;3;2;3;3;3
247;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Magisterio en Educzcion Infantil ;Spain;Public;Mujer;20;3;1;3;4;3;2;3;3;3;3;3;3;3;2;3;2;2;2;3;2;2;2;3;3
248;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Magisterio en Educación Infantil ;Spain;Public;Mujer;19;4;2;3;2;4;3;3;2;2;1;1;1;4;4;2;4;1;3;3;4;3;1;1;1
249;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Plan de Educación Infantil ;Spain;Public;Mujer;19;3;2;3;3;3;1;2;1;2;2;2;2;3;3;3;1;2;1;1;1;1;2;2;2
250;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;MAGISTERIO DE EDUCACIÓN INFANTIL;Spain;Public;Mujer;24;3;2;3;2;3;3;3;4;4;3;3;3;2;3;2;1;2;1;3;3;3;2;2;2
251;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;19;2;3;3;3;3;4;2;3;3;2;3;3;3;3;2;2;3;2;3;4;4;2;3;3
252;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado en Educación Infantil;Spain;Public;Mujer;19;3;2;3;3;3;1;2;3;3;1;2;2;2;3;1;2;1;2;2;3;3;2;1;3
253;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;El centro escolar como comunidad educativa;Spain;Public;Mujer;19;2;1;3;3;3;1;3;2;2;2;1;3;2;2;1;2;1;1;2;2;2;1;3;1
254;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educación infantil ;Spain;Public;Hombre;19;2;2;3;2;3;3;3;2;2;3;2;2;3;3;2;1;2;1;2;3;3;2;2;2
255;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;4;3;2;3;3;3;3;2;2;2;3;4;3;3;2;3;2;3;3;3;3;2;3;2
256;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Magisterio infantil ;Spain;Public;Mujer;20;3;3;3;3;2;2;2;3;3;3;2;2;3;3;2;2;2;2;2;3;3;3;3;2
257;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Magisterio en Educación Infantil ;Spain;Public;Mujer;24;2;3;3;3;3;3;3;2;3;2;2;3;3;3;3;2;2;2;3;4;3;3;3;3
258;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;29;2;4;3;3;2;2;1;2;2;2;2;2;3;3;2;1;2;1;2;3;3;2;3;3
259;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Educación Infantil ;Spain;Public;Hombre;21;2;2;2;4;3;3;2;2;3;1;1;3;2;3;3;2;3;1;3;3;3;2;2;4
260;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Magisterio Infantil;Spain;Public;Mujer;20;3;2;3;2;3;3;2;4;3;1;3;3;3;3;3;1;2;1;3;3;3;3;3;3
261;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Magisterio Infantil ;Spain;Public;Hombre;22;3;2;1;4;4;3;2;2;2;1;2;2;4;3;2;3;4;3;3;4;4;3;3;2
262;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Hombre;20;2;3;3;2;3;3;2;2;2;2;3;3;4;3;3;1;1;1;2;2;2;2;2;2
263;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;22;4;2;4;2;2;3;2;1;1;1;2;2;4;3;3;1;1;1;1;2;2;2;3;3
264;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educación infantil ;Spain;Public;Mujer;24;4;2;2;3;3;3;4;4;4;3;3;4;3;3;2;2;2;2;3;4;4;2;2;2
265;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;20;1;1;3;2;3;2;2;1;1;1;2;2;3;2;2;1;1;1;1;4;4;2;2;2
266;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado en Educación Infantil ;Spain;Public;Mujer;25;2;4;2;2;4;3;1;2;3;1;1;2;3;3;3;2;2;1;3;4;2;2;2;3
267;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educacion infantil ;Spain;Public;Mujer;20;3;2;3;4;2;3;3;3;3;2;3;3;3;2;3;1;2;1;2;3;3;3;3;2
268;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado en educación infantil ;Spain;Public;Hombre;20;3;1;3;2;2;2;2;3;3;2;1;2;3;3;2;2;2;1;2;3;4;2;1;2
269;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil  ;Spain;Public;Mujer;21;3;2;4;3;3;3;2;2;2;3;3;3;3;2;2;2;3;3;3;3;3;2;2;2
270;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Hombre;22;3;2;3;4;4;3;3;3;3;1;3;3;3;3;2;3;2;3;3;3;3;2;2;3
271;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;2;3;2;3;3;2;2;3;3;1;2;3;3;3;3;2;2;2;3;3;2;2;3;2
272;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;1;3;2;2;3;2;1;2;2;2;3;3;3;2;3;1;1;1;2;3;2;2;2;3
273;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;20;1;1;4;2;2;3;2;3;3;1;2;4;3;2;2;1;1;1;3;2;3;2;2;2
274;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Magisterio en Educación Infantil;Spain;Public;Mujer;20;2;1;1;4;4;4;2;4;4;1;1;1;4;3;4;2;1;1;4;4;4;3;3;3
275;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado en Educación Infantil;Spain;Public;Mujer;21;4;3;3;2;3;3;3;2;4;1;1;1;2;2;2;1;1;1;1;1;2;2;2;2
276;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;20;3;4;4;4;4;2;3;4;4;2;1;3;4;4;4;4;3;3;3;4;2;2;3;3
277;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Magisterio en Educación Infantil;Spain;Public;Mujer;20;3;1;4;3;2;2;3;3;3;4;4;4;3;3;3;1;1;1;3;3;3;2;2;2
278;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;22;3;3;3;3;2;3;2;3;3;2;3;3;3;3;3;3;2;3;3;3;3;2;3;3
279;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;3;2;2;3;3;3;2;3;4;2;2;2;4;3;3;1;2;1;1;4;4;2;3;3
280;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Educación infantil ;Spain;Public;No binario;20;2;1;2;3;3;3;2;2;3;1;2;1;3;3;3;2;2;1;2;3;3;3;3;3
281;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;21;2;3;2;2;3;2;2;3;3;1;2;3;3;2;2;1;1;1;1;3;3;2;2;2
282;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;21;2;3;1;3;4;3;2;3;3;1;2;2;4;4;2;2;2;2;2;3;3;3;3;2
283;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado Educación Infantil ;Spain;Public;Hombre;21;2;2;2;3;3;3;2;3;3;2;3;3;3;3;3;2;3;2;3;3;2;3;3;3
284;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;20;1;2;2;4;4;3;2;1;4;2;2;3;4;3;3;3;3;3;4;3;3;3;3;3
285;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Magisterio en Educación Infantil;Spain;Public;Mujer;20;2;3;3;3;2;2;3;2;3;2;3;3;3;3;2;2;1;2;2;3;3;2;2;2
286;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;2;4;1;3;1;3;1;1;1;2;1;3;3;2;1;1;1;1;1;1;2;2;3;3
287;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;21;2;2;2;3;3;3;2;2;2;2;3;3;3;2;2;2;2;2;3;3;2;2;3;3
288;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;21;2;1;2;3;3;2;2;2;3;1;2;3;3;2;1;1;1;1;2;4;3;2;2;2
289;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;25;1;2;2;4;4;3;3;2;3;1;1;1;4;3;3;1;1;1;1;2;3;4;4;4
290;Facultad de educación ;Facultad de educación ;;;Facultad de educación ;No definido;;Mujer;27;4;3;3;4;3;3;3;3;2;2;2;1;4;3;2;3;3;3;4;2;3;3;3;4
291;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado Educación Magisterio Infantil ;Spain;Public;Mujer;21;2;1;3;4;4;4;4;4;4;1;1;1;4;4;4;4;1;4;4;3;2;4;4;4
292;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus MTY;LED;Mexico;Private;Mujer;20;3;3;4;4;4;2;2;3;2;1;1;2;4;4;4;3;2;3;2;4;2;4;4;4
293;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería ;Mexico;Private;Hombre;18;4;2;3;3;3;3;3;1;2;2;3;2;3;3;2;2;2;2;3;3;2;4;3;4
294;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Negocios Internacionales;Mexico;Private;Mujer;19;3;2;1;4;4;4;4;4;4;2;3;2;4;4;4;3;1;2;4;4;4;4;4;4
295;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IMT;Mexico;Private;Hombre;19;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
296;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;INA;Mexico;Private;Mujer;19;4;3;3;3;4;2;3;4;3;3;2;4;3;4;3;3;4;3;3;3;3;4;3;4
297;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;2;2;2;3;3;1;3;3;3;1;1;2;3;2;2;2;2;2;3;3;3;3;3;2
298;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de magisterio infantil  ;Spain;Public;Mujer;22;1;1;2;4;3;2;2;1;2;1;1;1;4;3;3;2;2;2;2;3;2;3;3;2
299;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Educación Infantil;Spain;Public;Hombre;26;1;2;3;3;3;2;1;4;3;1;2;4;4;4;4;2;1;1;2;1;1;3;3;3
300;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;20;3;2;3;4;4;3;4;3;3;1;1;1;3;4;2;2;3;3;4;3;3;3;4;4
301;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Magisterio Infantil ;Spain;Public;Mujer;24;2;2;2;3;2;2;2;2;2;1;1;1;2;2;1;2;2;1;2;2;2;2;3;3
302;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado Educación  Infantil;Spain;Public;Mujer;20;3;4;2;3;2;2;2;2;3;1;2;2;3;2;2;1;1;1;2;2;2;2;2;2
303;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;21;2;3;3;2;3;2;2;3;3;1;1;1;3;2;1;1;1;1;2;1;1;1;1;2
304;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;21;1;1;3;4;4;3;3;1;1;2;3;3;4;3;4;2;1;2;2;4;4;3;3;3
305;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado Educación Infantil;Spain;Public;Mujer;21;1;2;2;4;3;2;4;2;2;1;1;2;4;4;2;4;3;4;3;2;2;3;3;3
306;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado en Educación Infantil (III);Spain;Public;Hombre;20;3;3;2;2;3;2;4;3;3;1;2;4;2;3;3;2;2;1;1;3;4;1;2;1
307;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado en Magisterio de Educación Infantil ;Spain;Public;Mujer;20;4;2;2;1;2;2;4;4;2;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1
308;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado en Educación Infantil ;Spain;Public;Mujer;20;2;2;2;3;4;3;2;2;1;1;3;2;3;2;3;1;1;1;1;3;2;2;2;2
309;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;2;1;4;1;2;1;1;3;3;1;2;2;1;1;3;1;1;1;1;1;1;1;1;1
310;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Educación Infantil ;Spain;Public;Mujer;21;4;2;3;2;3;3;4;2;3;1;4;4;2;2;2;1;1;1;3;1;4;1;2;3
311;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Magisterio de Educación Infantil;Spain;Public;Mujer;23;2;1;2;4;4;4;2;2;1;1;4;4;4;4;4;3;3;3;3;4;4;3;4;4
312;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;21;3;3;3;4;4;3;3;3;3;1;2;3;2;2;2;2;2;2;3;3;3;3;2;3
313;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;4;4;4;1;3;2;2;4;3;1;2;4;2;2;3;1;1;1;2;2;2;1;2;1
314;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado Magisterio En Educación Infantil;Spain;Public;Mujer;22;4;2;4;2;2;1;3;3;3;1;3;3;2;2;2;1;1;1;2;3;3;3;2;2
315;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;2;2;3;3;2;2;3;3;3;2;3;3;3;2;3;2;2;2;3;3;3;2;2;3
316;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educación infantil ;Spain;Public;Mujer;20;3;3;3;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;3;3
317;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;23;1;1;3;2;4;4;2;3;2;1;1;1;3;3;1;1;1;1;2;2;3;1;2;2
318;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;21;3;1;4;4;4;4;3;3;2;1;2;1;4;4;4;4;3;2;3;3;3;3;4;4
319;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educación infantil ;Spain;Public;Mujer;21;2;1;3;3;2;2;3;2;2;1;1;1;2;2;2;2;1;1;3;2;2;2;2;1
320;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;21;3;2;3;4;4;2;3;1;2;1;2;3;3;3;2;1;2;2;3;2;2;2;2;3
321;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;22;3;3;4;1;1;3;4;4;4;1;3;3;2;3;1;1;1;1;1;3;2;1;1;1
322;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;4;3;4;2;3;3;3;3;4;2;2;4;3;4;3;2;2;2;3;3;3;3;3;2
323;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;24;2;1;2;3;2;2;3;4;3;1;1;4;3;3;3;1;1;1;2;2;2;1;2;2
324;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;20;3;2;3;3;3;3;3;4;4;3;2;2;4;3;3;3;2;1;2;3;3;2;2;3
325;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educación infantil ;Spain;Public;Hombre;20;3;2;2;3;3;4;2;3;3;2;2;2;3;3;3;2;2;1;2;4;3;2;2;3
326;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de magisterio  de educación infantil ;Spain;Public;Mujer;21;2;3;2;1;3;2;2;3;2;2;1;1;3;2;2;1;1;1;2;4;3;2;1;2
327;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;21;2;1;2;4;4;4;1;2;2;1;2;2;3;2;2;1;1;1;3;1;1;1;2;1
328;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado Magisterio de Educación infantil ;Spain;Public;Mujer;20;2;1;2;3;3;2;2;2;2;1;1;1;4;4;3;1;3;1;1;4;4;3;3;3
329;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado De Educación Infantil;Spain;Public;Mujer;22;2;3;2;4;3;1;3;3;3;1;1;1;2;3;2;1;1;2;3;3;3;1;1;1
330;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;Filosofía y Letras;Grado de educación infantil ;Spain;Public;Hombre;22;4;4;3;1;2;1;3;4;4;3;2;4;3;2;4;1;1;1;1;2;2;1;1;1
331;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;20;3;2;2;3;3;3;3;2;2;2;3;3;3;3;2;3;2;2;2;3;3;2;3;3
332;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de educación infantil ;Spain;Public;Mujer;22;2;3;1;2;1;3;1;4;3;4;3;3;1;2;3;3;3;3;2;3;2;3;2;3
333;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil ;Spain;Public;Mujer;24;2;3;4;2;4;2;3;3;3;2;3;3;3;2;2;1;1;1;2;3;3;1;1;1
334;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado Educación Infantil;Spain;Public;Mujer;25;4;2;3;1;2;4;2;4;4;1;2;3;3;2;2;1;1;1;1;3;3;1;1;1
335;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado educación infantil ;Spain;Public;Mujer;20;3;3;3;1;3;3;3;4;3;1;1;2;3;2;2;2;2;2;2;3;2;1;1;1
336;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado Educación Infantil ;Spain;Public;Mujer;24;3;3;1;4;4;3;4;2;2;2;3;3;3;2;2;2;3;2;2;2;2;3;2;1
337;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación Infantil;Spain;Public;Mujer;30;2;3;4;4;3;2;2;1;2;1;2;2;2;4;2;1;1;1;2;3;2;2;2;2
338;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado de Educación infantil ;Spain;Public;Mujer;20;2;3;3;4;4;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2
339;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Educación infantil;Spain;Public;Mujer;23;4;2;4;4;4;4;4;4;4;1;3;4;4;4;1;3;4;3;4;4;4;3;2;3
340;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Accion Tutorial;Spain;Public;Mujer;21;4;4;3;3;2;3;2;3;2;2;1;1;3;3;2;1;1;1;1;3;3;1;3;3
341;Universidad de Cantabria (UC);Universidad de Cantabria ;UC;;Grado en Magisterio de Educacion Infantil ;Spain;Public;Mujer;21;3;2;4;1;3;2;3;3;4;1;2;3;1;2;2;1;2;1;2;2;2;1;1;1
342;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Escuela de negocios;Mexico;Private;Mujer;21;3;2;3;4;3;3;4;3;4;3;3;3;4;3;4;3;4;3;2;2;3;3;4;3
343;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;BGB;Mexico;Private;Mujer;18;2;2;3;3;4;2;4;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3
344;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ciencias de la salud (servicio becario);Mexico;Private;Hombre;21;3;3;4;3;4;3;4;3;4;4;3;4;4;3;3;3;4;3;2;3;4;3;2;4
345;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio Becario;Mexico;Private;Mujer;22;3;2;4;3;3;3;2;2;2;3;3;3;3;3;3;3;2;3;2;3;2;3;3;3
346;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería en Tecnologías Computacionales;Mexico;Private;Mujer;20;2;1;1;3;4;4;4;3;3;2;2;2;4;4;4;3;3;4;3;4;4;4;4;4
347;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;LAET;Mexico;Private;Mujer;20;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
348;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Negocios;Mexico;Private;Hombre;18;3;4;4;4;3;4;2;4;4;4;4;4;3;4;4;4;3;3;4;3;2;2;3;3
349;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería en Nanotecnología;Mexico;Private;Mujer;19;3;3;3;3;4;2;2;2;2;1;3;1;4;4;4;2;2;2;2;1;3;4;2;3
350;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Ciencia de Datos;Mexico;Private;Hombre;20;3;3;1;4;4;3;3;4;3;4;3;3;4;3;4;3;4;3;3;4;3;3;3;4
351;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Santa Fe;Plataformas educativas abiertas e innovadoras;Mexico;Private;Mujer;20;3;3;2;3;4;2;1;1;1;2;3;3;3;1;3;2;2;2;1;4;1;3;3;4
352;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Research for challenge;Mexico;Private;Mujer;19;3;3;2;3;3;3;2;3;3;2;4;3;3;3;3;3;3;2;3;3;3;3;2;2
